227, 51, D
228, 24, F
229, 60, C
230, 40, F
231, 43, D
232, 77, B
233, 52, C
234, 82, A
235, 58, C
236, 34, F
237, 31, F
238, 36, F
239, 36, F
240, 76, B
241, 51, D
242, 68, B
243, 48, D
244, 46, D
245, 61, C
246, 60, C
247, 50, D
248, 32, F
249, 53, C
250, 56, C
251, 31, F
252, 68, B
253, 50, D
254, 47, D
255, 56, C
256, 48, D
257, 49, D
258, 48, D
259, 78, B
260, 57, C
261, 59, C
262, 69, B
263, 68, B
264, 67, B
265, 87, A
266, 50, D
267, 49, D
268, 24, F
269, 68, B
270, 59, C
271, 54, C
272, 23, F
273, 60, C
274, 62, C
275, 50, D
276, 78, B
277, 57, C
278, 44, D
279, 55, C
280, 56, C
281, 41, F
282, 49, D
283, 65, C
284, 49, D
285, 35, F
286, 63, C
287, 31, F
288, 30, F
289, 50, D
290, 38, F
291, 48, D
292, 52, C
293, 61, C
294, 80, B
295, 36, F
296, 58, C
297, 41, F
298, 43, D
299, 63, C
300, 33, F
301, 56, C
302, 67, B
303, 58, C
304, 38, F
305, 36, F
306, 36, F
307, 63, C
308, 73, B
309, 76, B
310, 45, D
311, 61, C
312, 34, F
313, 65, C
314, 37, F
315, 34, F
316, 65, C
317, 48, D
318, 71, B
319, 21, F
320, 75, B
321, 48, D
322, 42, D
323, 40, F
324, 35, F
325, 25, F
326, 28, F
327, 48, D
328, 29, F
329, 43, D
330, 56, C
331, 61, C
332, 56, C
333, 37, F
334, 55, C
335, 50, D
336, 59, C
337, 49, D
338, 37, F
339, 37, F
340, 59, C
341, 42, D
342, 41, F
343, 57, C
344, 71, B
345, 43, D
346, 40, F
347, 38, F
348, 42, D
349, 81, B
350, 36, F
351, 81, B
352, 47, D
353, 26, F
354, 33, F
355, 66, C
356, 45, D
357, 39, F
358, 45, D
359, 50, D
360, 26, F
361, 61, C
362, 46, D
363, 42, D
364, 41, F
365, 11, F
366, 58, C
367, 55, C
368, 14, F
369, 71, B
370, 29, F
371, 19, F
372, 53, C
373, 52, C
374, 37, F
375, 36, F
376, 46, D
377, 49, D
378, 38, F
379, 62, C
380, 39, F
381, 20, F
382, 26, F
383, 59, C
384, 70, B
385, 77, B
386, 61, C
387, 44, D
388, 44, D
389, 56, C
390, 55, C
391, 41, F
392, 29, F
393, 68, B
394, 37, F
395, 54, C
396, 43, D
397, 37, F
398, 58, C
399, 42, D
400, 68, B
401, 36, F
402, 38, F
403, 36, F
404, 32, F
405, 41, F
406, 65, C
407, 29, F
408, 70, B
409, 49, D
410, 42, D
411, 49, D
412, 67, B
413, 45, D
414, 55, C
415, 58, C
416, 45, D
417, 53, C
418, 30, F
419, 39, F
420, 46, D
421, 53, C
422, 53, C
423, 12, F
424, 59, C
425, 25, F
426, 31, F
427, 43, D
428, 39, F
429, 51, D
430, 50, D
431, 73, B
432, 50, D
433, 46, D
434, 70, B
435, 52, C
436, 63, C
437, 60, C
438, 41, F
439, 72, B
440, 29, F
441, 60, C
442, 38, F
443, 29, F
444, 42, D
445, 30, F
446, 32, F
447, 36, F
448, 41, F
449, 52, C
450, 37, F
451, 43, D
452, 73, B
453, 70, B
454, 34, F
455, 37, F
456, 70, B
457, 72, B
458, 67, B
459, 75, B
460, 49, D
461, 54, C
462, 54, C
463, 67, B
464, 22, F
465, 38, F
466, 51, D
467, 56, C
468, 58, C
469, 53, C
470, 83, A
471, 60, C
472, 46, D
473, 19, F
474, 55, C
475, 52, C
476, 61, C
477, 49, D
478, 51, D
479, 40, F
480, 43, D
481, 47, D
482, 45, D
483, 74, B
484, 60, C
485, 68, B
486, 62, C
487, 38, F
488, 44, D
489, 61, C
490, 57, C
491, 51, D
492, 57, C
493, 41, F
494, 69, B
495, 65, C
496, 35, F
497, 31, F
498, 52, C
499, 73, B
500, 35, F
501, 75, B
502, 29, F
503, 43, D
504, 60, C
505, 39, F
506, 47, D
507, 48, D
508, 54, C
509, 70, B
510, 82, A
511, 44, D
512, 34, F
513, 46, D
514, 46, D
515, 49, D
516, 64, C
517, 49, D
518, 33, F
519, 30, F
520, 36, F
521, 50, D
522, 30, F
523, 35, F
524, 43, D
525, 49, D
526, 37, F
527, 56, C
528, 61, C
529, 34, F
530, 48, D
531, 62, C
532, 57, C
533, 55, C
534, 59, C
535, 57, C
536, 52, C
537, 25, F
538, 37, F
539, 77, B
540, 28, F
541, 39, F
542, 57, C
543, 32, F
544, 51, D
545, 25, F
546, 81, B
547, 36, F
548, 76, B
549, 41, F
550, 35, F
551, 35, F
552, 56, C
553, 31, F
554, 65, C
555, 71, B
556, 52, C
557, 40, F
558, 57, C
559, 55, C
560, 61, C
561, 57, C
562, 38, F
563, 72, B
564, 26, F
565, 57, C
566, 55, C
567, 35, F
568, 55, C
569, 63, C
570, 70, B
571, 71, B
572, 52, C
573, 53, C
574, 41, F
575, 46, D
576, 40, F
577, 54, C
578, 32, F
579, 79, B
580, 36, F
581, 83, A
582, 40, F
583, 64, C
584, 62, C
585, 72, B
586, 58, C
587, 16, F
588, 17, F
589, 35, F
590, 27, F
591, 78, B
592, 73, B
593, 59, C
594, 53, C
595, 56, C
596, 57, C
597, 27, F
598, 42, D
599, 20, F
600, 62, C
601, 54, C
602, 68, B
603, 66, C
604, 54, C
605, 64, C
606, 45, D
607, 58, C
608, 39, F
609, 73, B
610, 55, C
611, 82, A
612, 27, F
613, 39, F
614, 61, C
615, 46, D
616, 47, D
617, 48, D
618, 58, C
619, 68, B
620, 57, C
621, 57, C
622, 60, C
623, 54, C
624, 43, D
625, 58, C
626, 58, C
627, 26, F
628, 43, D
629, 71, B
630, 76, B
631, 52, C
632, 42, D
633, 39, F
634, 9, F
635, 59, C
636, 38, F
637, 32, F
638, 37, F
639, 62, C
640, 64, C
641, 28, F
642, 42, D
643, 27, F
644, 79, B
645, 28, F
646, 47, D
647, 50, D
648, 37, F
649, 60, C
650, 25, F
651, 28, F
652, 40, F
653, 18, F
654, 41, F
655, 80, B
656, 46, D
657, 49, D
658, 65, C
659, 79, B
660, 34, F
661, 73, B
662, 33, F
663, 42, D
664, 46, D
665, 62, C
666, 44, D
667, 73, B
668, 43, D
669, 56, C
670, 47, D
671, 66, C
672, 63, C
673, 51, D
674, 87, A
675, 34, F
676, 56, C
677, 48, D
678, 38, F
679, 63, C
680, 52, C
681, 66, C
682, 33, F
683, 43, D
684, 70, B
685, 65, C
686, 56, C
687, 65, C
688, 45, D
689, 48, D
690, 52, C
691, 84, A
692, 53, C
693, 67, B
694, 34, F
695, 44, D
696, 52, C
697, 45, D
698, 63, C
699, 51, D
700, 61, C
701, 73, B
702, 37, F
703, 38, F
704, 25, F
705, 84, A
706, 11, F
707, 42, D
708, 40, F
709, 60, C
710, 54, C
711, 56, C
712, 59, C
713, 49, D
714, 70, B
715, 39, F
716, 18, F
717, 42, D
718, 26, F
719, 52, C
720, 38, F
721, 61, C
722, 17, F
723, 62, C
724, 64, C
725, 51, D
726, 40, F
727, 35, F
728, 50, D
729, 34, F
730, 47, D
731, 58, C
732, 38, F
733, 54, C
734, 42, D
735, 49, D
736, 35, F
737, 56, C
738, 38, F
739, 55, C
740, 30, F
741, 69, B
742, 49, D
743, 44, D
744, 65, C
745, 51, D
746, 88, A
747, 31, F
748, 41, F
749, 21, F
750, 38, F
751, 65, C
752, 20, F
753, 47, D
754, 53, C
755, 48, D
756, 80, B
757, 63, C
758, 57, C
759, 70, B
760, 41, F
761, 28, F
762, 51, D
763, 34, F
764, 40, F
765, 64, C
766, 61, C
767, 28, F
768, 65, C
769, 29, F
770, 53, C
771, 32, F
772, 71, B
773, 61, C
774, 41, F
775, 40, F
776, 52, C
777, 42, D
778, 30, F
779, 57, C
780, 37, F
781, 57, C
782, 41, F
783, 59, C
784, 65, C
785, 58, C
786, 53, C
787, 58, C
788, 46, D
789, 43, D
790, 43, D
791, 52, C
792, 38, F
793, 69, B
794, 28, F
795, 85, A
796, 57, C
797, 61, C
798, 44, D
799, 61, C
800, 50, D
801, 42, D
802, 63, C
803, 48, D
804, 69, B
805, 35, F
806, 51, D
807, 47, D
808, 52, C
809, 32, F
810, 42, D
811, 66, C
812, 52, C
813, 65, C
814, 77, B
815, 81, B
816, 41, F
817, 73, B
818, 37, F
819, 57, C
820, 54, C
821, 53, C
822, 39, F
823, 73, B
824, 59, C
825, 56, C
826, 48, D
827, 63, C
828, 57, C
829, 41, F
830, 57, C
831, 59, C
832, 53, C
833, 69, B
834, 72, B
835, 51, D
836, 44, D
837, 33, F
838, 23, F
839, 50, D
840, 51, D
841, 54, C
842, 75, B
843, 26, F
844, 59, C
845, 57, C
846, 59, C
847, 50, D
848, 26, F
849, 55, C
850, 55, C
851, 57, C
852, 59, C
853, 47, D
854, 78, B
855, 57, C
856, 44, D
857, 88, A
858, 45, D
859, 39, F
860, 39, F
861, 42, D
862, 63, C
863, 59, C
864, 76, B
865, 61, C
866, 57, C
867, 61, C
868, 38, F
869, 57, C
870, 51, D
871, 66, C
872, 44, D
873, 31, F
874, 66, C
875, 55, C
876, 45, D
877, 31, F
878, 49, D
879, 44, D
880, 37, F
881, 59, C
882, 49, D
883, 64, C
884, 51, D
885, 43, D
886, 50, D
887, 53, C
888, 34, F
889, 25, F
890, 43, D
891, 51, D
892, 48, D
893, 54, C
894, 75, B
895, 51, D
896, 24, F
897, 50, D
898, 66, C
899, 63, C
900, 53, C
901, 52, C
902, 48, D
903, 23, F
904, 29, F
905, 47, D
906, 43, D
907, 28, F
908, 65, C
909, 42, D
910, 74, B
911, 63, C
912, 22, F
913, 49, D
914, 52, C
915, 55, C
916, 67, B
917, 51, D
918, 51, D
919, 80, B
920, 57, C
921, 57, C
922, 59, C
923, 81, B
924, 34, F
925, 71, B
926, 62, C
927, 59, C
928, 44, D
929, 53, C
930, 14, F
931, 39, F
932, 73, B
933, 58, C
934, 66, C
935, 72, B
936, 60, C
937, 38, F
938, 86, A
939, 40, F
940, 31, F
941, 50, D
942, 28, F
943, 33, F
944, 57, C
945, 44, D
946, 50, D
947, 25, F
948, 42, D
949, 37, F
950, 40, F
951, 55, C
952, 45, D
953, 41, F
954, 41, F
955, 60, C
956, 41, F
957, 63, C
958, 37, F
959, 56, C
960, 33, F
961, 44, D
962, 41, F
963, 21, F
964, 43, D
965, 39, F
966, 56, C
967, 33, F
968, 33, F
969, 56, C
970, 44, D
971, 53, C
972, 46, D
973, 31, F
974, 86, A
975, 48, D
976, 54, C
977, 48, D
978, 25, F
979, 56, C
980, 58, C
981, 53, C
982, 50, D
983, 52, C
984, 78, B
985, 84, A
986, 42, D
987, 46, D
988, 53, C
989, 37, F
990, 57, C
991, 41, F
992, 75, B
993, 64, C
994, 46, D
995, 70, B
996, 54, C
997, 55, C
998, 23, F
999, 62, C
1000, 38, F
1001, 58, C
1002, 22, F
1003, 82, A
1004, 56, C
1005, 48, D
1006, 46, D
1007, 56, C
1008, 36, F
1009, 32, F
1010, 48, D
1011, 70, B
1012, 37, F
1013, 52, C
1014, 66, C
1015, 30, F
1016, 59, C
1017, 54, C
1018, 65, C
1019, 54, C
1020, 38, F
1021, 46, D
1022, 28, F
1023, 52, C
1024, 41, F
1025, 38, F
1026, 46, D
1027, 63, C
1028, 55, C
1029, 31, F
1030, 68, B
1031, 40, F
1032, 23, F
1033, 79, B
1034, 30, F
1035, 24, F
1036, 55, C
1037, 35, F
1038, 73, B
1039, 50, D
1040, 53, C
1041, 66, C
1042, 39, F
1043, 37, F
1044, 37, F
1045, 68, B
1046, 20, F
1047, 68, B
1048, 70, B
1049, 43, D
1050, 59, C
1051, 54, C
1052, 64, C
1053, 37, F
1054, 29, F
1055, 39, F
1056, 56, C
1057, 58, C
1058, 39, F
1059, 44, D
1060, 46, D
1061, 68, B
1062, 70, B
1063, 56, C
1064, 50, D
1065, 62, C
1066, 36, F
1067, 49, D
1068, 61, C
1069, 52, C
1070, 63, C
1071, 38, F
1072, 54, C
1073, 67, B
1074, 87, A
1075, 31, F
1076, 32, F
1077, 48, D
1078, 60, C
1079, 49, D
1080, 31, F
1081, 54, C
1082, 38, F
1083, 48, D
1084, 54, C
1085, 20, F
1086, 44, D
1087, 62, C
1088, 23, F
1089, 66, C
1090, 29, F
1091, 38, F
1092, 29, F
1093, 48, D
1094, 63, C
1095, 52, C
1096, 42, D
1097, 59, C
1098, 67, B
1099, 72, B
1100, 33, F
1101, 48, D
1102, 44, D
1103, 78, B
1104, 32, F
1105, 46, D
1106, 45, D
1107, 47, D
1108, 36, F
1109, 41, F
1110, 44, D
1111, 63, C
1112, 54, C
1113, 40, F
1114, 67, B
1115, 37, F
1116, 66, C
1117, 62, C
1118, 16, F
1119, 72, B
1120, 32, F
1121, 73, B
1122, 54, C
1123, 55, C
1124, 47, D
1125, 73, B
1126, 68, B
1127, 44, D
1128, 41, F
1129, 59, C
1130, 37, F
1131, 38, F
1132, 74, B
1133, 31, F
1134, 67, B
1135, 37, F
1136, 54, C
1137, 48, D
1138, 30, F
1139, 57, C
1140, 74, B
1141, 62, C
1142, 44, D
1143, 40, F
1144, 54, C
1145, 53, C
1146, 34, F
1147, 73, B
1148, 42, D
1149, 66, C
1150, 58, C
1151, 78, B
1152, 70, B
1153, 40, F
1154, 45, D
1155, 32, F
1156, 23, F
1157, 68, B
1158, 56, C
1159, 44, D
1160, 35, F
1161, 27, F
1162, 30, F
1163, 63, C
1164, 29, F
1165, 27, F
1166, 63, C
1167, 46, D
1168, 37, F
1169, 66, C
1170, 44, D
1171, 84, A
1172, 48, D
1173, 56, C
1174, 44, D
1175, 84, A
1176, 47, D
1177, 44, D
1178, 54, C
1179, 33, F
1180, 59, C
1181, 54, C
1182, 21, F
1183, 28, F
1184, 60, C
1185, 60, C
1186, 30, F
1187, 39, F
1188, 64, C
1189, 50, D
1190, 64, C
1191, 27, F
1192, 37, F
1193, 58, C
1194, 27, F
1195, 78, B
1196, 46, D
1197, 49, D
1198, 64, C
1199, 57, C
1200, 66, C
1201, 77, B
1202, 41, F
1203, 75, B
1204, 63, C
1205, 52, C
1206, 58, C
1207, 55, C
1208, 43, D
1209, 38, F
1210, 20, F
1211, 76, B
1212, 68, B
1213, 52, C
1214, 45, D
1215, 62, C
1216, 72, B
1217, 43, D
1218, 59, C
1219, 55, C
1220, 73, B
1221, 34, F
1222, 53, C
1223, 26, F
1224, 66, C
1225, 45, D
1226, 38, F
1227, 53, C
1228, 52, C
1229, 65, C
1230, 35, F
1231, 54, C
1232, 43, D
1233, 44, D
1234, 60, C
1235, 19, F
1236, 34, F
1237, 39, F
1238, 32, F
1239, 28, F
1240, 53, C
1241, 76, B
1242, 56, C
1243, 69, B
1244, 38, F
1245, 44, D
1246, 47, D
1247, 64, C
1248, 38, F
1249, 82, A
1250, 65, C
1251, 37, F
1252, 45, D
1253, 53, C
1254, 51, D
1255, 65, C
1256, 80, B
1257, 40, F
1258, 50, D
1259, 42, D
1260, 23, F
1261, 38, F
1262, 79, B
1263, 63, C
1264, 33, F
1265, 37, F
1266, 52, C
1267, 48, D
1268, 64, C
1269, 55, C
1270, 32, F
1271, 53, C
1272, 34, F
1273, 20, F
1274, 49, D
1275, 45, D
1276, 68, B
1277, 43, D
1278, 62, C
1279, 35, F
1280, 69, B
1281, 27, F
1282, 57, C
1283, 69, B
1284, 73, B
1285, 58, C
1286, 54, C
1287, 52, C
1288, 36, F
1289, 35, F
1290, 24, F
1291, 36, F
1292, 60, C
1293, 59, C
1294, 61, C
1295, 50, D
1296, 46, D
1297, 57, C
1298, 73, B
1299, 57, C
1300, 71, B
1301, 54, C
1302, 62, C
1303, 50, D
1304, 17, F
1305, 25, F
1306, 53, C
1307, 41, F
1308, 75, B
1309, 68, B
1310, 26, F
1311, 35, F
1312, 75, B
1313, 38, F
1314, 57, C
1315, 67, B
1316, 44, D
1317, 67, B
1318, 18, F
1319, 49, D
1320, 53, C
1321, 59, C
1322, 50, D
1323, 53, C
1324, 32, F
1325, 43, D
1326, 60, C
1327, 42, D
1328, 58, C
1329, 77, B
1330, 60, C
1331, 26, F
1332, 69, B
1333, 36, F
1334, 60, C
1335, 49, D
1336, 44, D
1337, 42, D
1338, 30, F
1339, 64, C
1340, 33, F
1341, 59, C
1342, 52, C
1343, 62, C
1344, 49, D
1345, 51, D
1346, 23, F
1347, 47, D
1348, 52, C
1349, 47, D
1350, 56, C
1351, 58, C
1352, 54, C
1353, 30, F
1354, 55, C
1355, 25, F
1356, 59, C
1357, 58, C
1358, 70, B
1359, 67, B
1360, 70, B
1361, 47, D
1362, 77, B
1363, 85, A
1364, 47, D
1365, 69, B
1366, 46, D
1367, 73, B
1368, 25, F
1369, 76, B
1370, 65, C
1371, 65, C
1372, 47, D
1373, 51, D
1374, 47, D
1375, 40, F
1376, 48, D
1377, 62, C
1378, 35, F
1379, 42, D
1380, 45, D
1381, 59, C
1382, 45, D
1383, 30, F
1384, 51, D
1385, 65, C
1386, 32, F
1387, 44, D
1388, 31, F
1389, 58, C
1390, 27, F
1391, 43, D
1392, 62, C
1393, 61, C
1394, 54, C
1395, 31, F
1396, 70, B
1397, 47, D
1398, 57, C
1399, 47, D
1400, 31, F
1401, 41, F
1402, 61, C
1403, 75, B
1404, 43, D
1405, 54, C
1406, 63, C
1407, 76, B
1408, 37, F
1409, 42, D
1410, 44, D
1411, 46, D
1412, 25, F
1413, 57, C
1414, 32, F
1415, 57, C
1416, 42, D
1417, 68, B
1418, 13, F
1419, 61, C
1420, 65, C
1421, 24, F
1422, 46, D
1423, 23, F
1424, 55, C
1425, 57, C
1426, 44, D
1427, 65, C
1428, 13, F
1429, 55, C
1430, 67, B
1431, 83, A
1432, 21, F
1433, 26, F
1434, 31, F
1435, 61, C
1436, 42, D
1437, 82, A
1438, 18, F
1439, 47, D
1440, 41, F
1441, 72, B
1442, 78, B
1443, 48, D
1444, 64, C
1445, 50, D
1446, 30, F
1447, 68, B
1448, 33, F
1449, 48, D
1450, 34, F
1451, 54, C
1452, 27, F
1453, 65, C
1454, 47, D
1455, 63, C
1456, 44, D
1457, 41, F
1458, 51, D
1459, 34, F
1460, 60, C
1461, 40, F
1462, 54, C
1463, 25, F
1464, 36, F
1465, 67, B
1466, 62, C
1467, 29, F
1468, 67, B
1469, 40, F
1470, 44, D
1471, 52, C
1472, 70, B
1473, 44, D
1474, 34, F
1475, 62, C
1476, 38, F
1477, 40, F
1478, 21, F
1479, 47, D
1480, 41, F
1481, 55, C
1482, 79, B
1483, 45, D
1484, 62, C
1485, 44, D
1486, 53, C
1487, 57, C
1488, 50, D
1489, 34, F
1490, 71, B
1491, 16, F
1492, 73, B
1493, 66, C
1494, 24, F
1495, 46, D
1496, 4, F
1497, 66, C
1498, 40, F
1499, 30, F
1500, 23, F
1501, 59, C
1502, 29, F
1503, 47, D
1504, 35, F
1505, 35, F
1506, 39, F
1507, 39, F
1508, 55, C
1509, 53, C
1510, 52, C
1511, 67, B
1512, 33, F
1513, 30, F
1514, 65, C
1515, 56, C
1516, 44, D
1517, 47, D
1518, 32, F
1519, 51, D
1520, 52, C
1521, 55, C
1522, 74, B
1523, 63, C
1524, 34, F
1525, 62, C
1526, 27, F
1527, 61, C
1528, 65, C
1529, 49, D
1530, 45, D
1531, 51, D
1532, 47, D
1533, 43, D
1534, 63, C
1535, 40, F
1536, 39, F
1537, 53, C
1538, 58, C
1539, 58, C
1540, 21, F
1541, 26, F
1542, 35, F
1543, 50, D
1544, 54, C
1545, 37, F
1546, 75, B
1547, 36, F
1548, 49, D
1549, 71, B
1550, 36, F
1551, 44, D
1552, 58, C
1553, 66, C
1554, 73, B
1555, 39, F
1556, 41, F
1557, 44, D
1558, 67, B
1559, 46, D
1560, 70, B
1561, 27, F
1562, 25, F
1563, 44, D
1564, 59, C
1565, 55, C
1566, 45, D
1567, 27, F
1568, 54, C
1569, 34, F
1570, 48, D
1571, 65, C
1572, 38, F
1573, 69, B
1574, 43, D
1575, 29, F
1576, 90, A
1577, 35, F
1578, 49, D
1579, 74, B
1580, 57, C
1581, 63, C
1582, 50, D
1583, 56, C
1584, 68, B
1585, 32, F
1586, 79, B
1587, 24, F
1588, 61, C
1589, 71, B
1590, 65, C
1591, 57, C
1592, 76, B
1593, 52, C
1594, 52, C
1595, 43, D
1596, 27, F
1597, 47, D
1598, 30, F
1599, 56, C
1600, 48, D
1601, 43, D
1602, 40, F
1603, 41, F
1604, 38, F
1605, 30, F
1606, 69, B
1607, 45, D
1608, 60, C
1609, 37, F
1610, 28, F
1611, 22, F
1612, 42, D
1613, 57, C
1614, 50, D
1615, 57, C
1616, 25, F
1617, 56, C
1618, 53, C
1619, 37, F
1620, 50, D
1621, 66, C
1622, 23, F
1623, 48, D
1624, 62, C
1625, 51, D
1626, 67, B
1627, 81, B
1628, 74, B
1629, 50, D
1630, 49, D
1631, 39, F
1632, 66, C
1633, 63, C
1634, 46, D
1635, 55, C
1636, 53, C
1637, 73, B
1638, 22, F
1639, 53, C
1640, 51, D
1641, 44, D
1642, 68, B
1643, 66, C
1644, 62, C
1645, 34, F
1646, 42, D
1647, 36, F
1648, 36, F
1649, 23, F
1650, 14, F
1651, 47, D
1652, 56, C
1653, 60, C
1654, 62, C
1655, 33, F
1656, 48, D
1657, 40, F
1658, 53, C
1659, 35, F
1660, 27, F
1661, 37, F
1662, 65, C
1663, 73, B
1664, 37, F
1665, 61, C
1666, 72, B
1667, 57, C
1668, 46, D
1669, 31, F
1670, 59, C
1671, 58, C
1672, 36, F
1673, 50, D
1674, 53, C
1675, 50, D
1676, 25, F
1677, 20, F
1678, 48, D
1679, 77, B
1680, 57, C
1681, 51, D
1682, 45, D
1683, 38, F
1684, 67, B
1685, 46, D
1686, 46, D
1687, 48, D
1688, 77, B
1689, 57, C
1690, 70, B
1691, 45, D
1692, 56, C
1693, 54, C
1694, 37, F
1695, 53, C
1696, 43, D
1697, 42, D
1698, 66, C
1699, 50, D
1700, 73, B
1701, 82, A
1702, 44, D
1703, 57, C
1704, 67, B
1705, 40, F
1706, 76, B
1707, 53, C
1708, 45, D
1709, 38, F
1710, 56, C
1711, 35, F
1712, 90, A
1713, 48, D
1714, 52, C
1715, 14, F
1716, 68, B
1717, 46, D
1718, 49, D
1719, 41, F
1720, 44, D
1721, 37, F
1722, 64, C
1723, 22, F
1724, 62, C
1725, 44, D
1726, 59, C
1727, 63, C
1728, 63, C
1729, 52, C
1730, 44, D
1731, 45, D
1732, 71, B
1733, 62, C
1734, 42, D
1735, 63, C
1736, 63, C
1737, 57, C
1738, 60, C
1739, 46, D
1740, 42, D
1741, 31, F
1742, 62, C
1743, 46, D
1744, 54, C
1745, 60, C
1746, 30, F
1747, 77, B
1748, 48, D
1749, 33, F
1750, 52, C
1751, 85, A
1752, 50, D
1753, 58, C
1754, 33, F
1755, 34, F
1756, 37, F
1757, 55, C
1758, 67, B
1759, 53, C
1760, 40, F
1761, 57, C
1762, 60, C
1763, 60, C
1764, 32, F
1765, 44, D
1766, 56, C
1767, 28, F
1768, 40, F
1769, 7, F
1770, 54, C
1771, 74, B
1772, 48, D
1773, 51, D
1774, 66, C
1775, 48, D
1776, 50, D
1777, 82, A
1778, 78, B
1779, 88, A
1780, 38, F
1781, 42, D
1782, 40, F
1783, 59, C
1784, 73, B
1785, 49, D
1786, 43, D
1787, 56, C
1788, 71, B
1789, 55, C
1790, 45, D
1791, 37, F
1792, 26, F
1793, 48, D
1794, 45, D
1795, 62, C
1796, 58, C
1797, 30, F
1798, 40, F
1799, 52, C
1800, 59, C
1801, 26, F
1802, 36, F
1803, 57, C
1804, 25, F
1805, 57, C
1806, 34, F
1807, 49, D
1808, 56, C
1809, 31, F
1810, 74, B
1811, 39, F
1812, 63, C
1813, 60, C
1814, 65, C
1815, 46, D
1816, 41, F
1817, 72, B
1818, 59, C
1819, 52, C
1820, 59, C
1821, 57, C
1822, 38, F
1823, 28, F
1824, 49, D
1825, 57, C
1826, 76, B
1827, 52, C
1828, 74, B
1829, 48, D
1830, 21, F
1831, 48, D
1832, 55, C
1833, 36, F
1834, 36, F
1835, 38, F
1836, 58, C
1837, 41, F
1838, 83, A
1839, 29, F
1840, 59, C
1841, 25, F
1842, 42, D
1843, 62, C
1844, 51, D
1845, 52, C
1846, 62, C
1847, 44, D
1848, 70, B
1849, 49, D
1850, 78, B
1851, 71, B
1852, 44, D
1853, 43, D
1854, 33, F
1855, 25, F
1856, 68, B
1857, 62, C
1858, 59, C
1859, 52, C
1860, 39, F
1861, 47, D
1862, 59, C
1863, 51, D
1864, 44, D
1865, 51, D
1866, 32, F
1867, 70, B
1868, 56, C
1869, 38, F
1870, 27, F
1871, 58, C
1872, 53, C
1873, 70, B
1874, 51, D
